long,lat,yield,variety,seeding_rate,seed_spacing,speed
-91.8499870442947,40.376445772834394,228.32049611905498,DKC63-33RIB,36.68991973520182,5.699464394637486,4.419243708440058
-91.84998699129471,40.3764591058344,240.202215048788,DKC63-33RIB,36.67074297856014,5.702436077580869,4.449920991893587
-91.8499867242947,40.3764725388344,223.62726551877103,DKC63-33RIB,36.65186302381647,5.70536254494442,4.481303636518054
-91.8499873092947,40.37648586283439,219.113148320645,DKC63-33RIB,36.63138318369978,5.708533834662683,4.510540711359214
-91.8499873722947,40.3764991038344,234.93729586634103,DKC63-33RIB,36.61210021314409,5.711521555818797,4.540749024449184
-91.84998666729471,40.3765123138344,255.061409226027,DKC63-33RIB,36.594446357015016,5.714259621414495,4.572595121942524
-91.8499861552947,40.3765256938344,253.85855926349097,DKC63-33RIB,36.57614846600922,5.717096783314268,4.604401426806242
-91.8499851592947,40.3765389818344,239.369226289189,DKC63-33RIB,36.55898207445997,5.719760368367352,4.637073789924451
-91.8499847632947,40.376552262834394,252.96023913080398,DKC63-33RIB,36.540588094976435,5.722611999515661,4.668395080304276
-91.84998446629471,40.376565662834395,251.60876481374697,DKC63-33RIB,36.5218177600947,5.725521589581824,4.699768839994386
-91.84998397229471,40.3765788898343,243.15743912588502,DKC63-33RIB,36.50438728070044,5.7282342366834005,4.73001323381481
-91.8499837382947,40.3765921838343,244.51567638284402,DKC63-33RIB,36.503517229877325,5.728630459276307,4.7303595007633
-91.8499837252947,40.3766055298344,235.84547400938098,DKC63-33RIB,36.50255509900512,5.7290238429138975,4.730683806906775
-91.8499842292947,40.3766188908344,246.14374545789502,DKC63-33RIB,36.514931923654245,5.727035433925934,4.730585458210973
-91.8499843392947,40.3766320908343,246.961213393479,DKC63-33RIB,36.52859273733543,5.724854859843865,4.730494265072818
-91.84998383529471,40.376645346834394,227.183703846711,DKC63-33RIB,36.544581549187285,5.72232269735011,4.73041214211053
-91.84998311629471,40.3766586208343,228.876731909072,DKC63-33RIB,36.56138382444054,5.719667694983931,4.730333206099118
-91.8499831262947,40.376671947834396,226.25905845089,DKC63-33RIB,36.57554941484143,5.717409838526937,4.73024269092724
-91.8499828332947,40.3766851948344,242.723157237346,DKC63-33RIB,36.59074913158309,5.714996758895511,4.730157381555841
-91.8499826882947,40.376698428834295,253.220216410464,DKC63-33RIB,36.60538823323849,5.712668342326748,4.730069882509332
-91.84998238529471,40.376711701834395,244.642120351312,DKC63-33RIB,36.6248116949702,5.70961702099988,4.729561039578109
-91.84998242329469,40.3767249418344,245.476972442443,DKC63-33RIB,36.66310594153503,5.703715139413772,4.726993742116316
-91.8499825202947,40.3767382458343,259.990149245819,DKC63-33RIB,36.70161170423159,5.6977806859014475,4.724388314606827
-91.8499824132947,40.376751527834294,247.57717274461,DKC63-33RIB,36.73996226951249,5.69187005842255,4.72187633382317
-91.8499823742947,40.3767647958343,245.953097460052,DKC63-33RIB,36.778302892154436,5.6859609942838745,4.719337313980823
-91.8499819542947,40.3767780748343,222.11781829143996,DKC63-33RIB,36.81650424872659,5.680073220195966,4.716962784883938
-91.8499808682947,40.3767913308344,246.60078370671698,DKC63-33RIB,36.85434008086428,5.674241477179751,4.714883926057377
-91.8499802962947,40.3768045698343,248.524179456236,DKC63-33RIB,36.89235754875601,5.668381974708415,4.712583572000941
-91.8499803182947,40.3768178468343,218.29132617904202,DKC63-33RIB,36.9307515793578,5.662464707143374,4.710016143240721
-91.8499801212947,40.3768309998343,236.666041967822,DKC63-33RIB,36.96868879267537,5.656617744349586,4.70756837091233
-91.84998030529471,40.3768443558343,232.229665140056,DKC63-33RIB,37.007383951644826,5.650654140775543,4.7049148808313905
-91.8499802052947,40.37685765383429,228.809979349403,DKC63-33RIB,37.04578391629399,5.644735903068865,4.702396756582988
-91.8499802742947,40.3768709278343,224.277581163158,DKC63-33RIB,37.08419037662408,5.638816741252467,4.699809352844183
-91.8499803352947,40.376884178834295,243.635424710312,DKC63-33RIB,37.122526751380214,5.632908377360625,4.697229878410912
-91.8499800792947,40.3768973938343,246.112840731183,DKC63-33RIB,37.16061671757516,5.627037845452121,4.69479596229763
-91.84997890729471,40.3769105558343,250.52061397092004,DKC63-33RIB,37.198142179360566,5.621253897445595,4.692772820019339
-91.8499787062947,40.3769238088343,237.92266392522498,DKC63-33RIB,37.23636669929601,5.615362653211178,4.690307531926047
-91.8499792782947,40.376937070834295,243.67718760724,DKC63-33RIB,37.27496431211243,5.609414260211425,4.687502479942498
-91.84997959129471,40.3769502178343,228.82771740978902,DKC63-33RIB,37.285390803974586,5.607805294025988,4.687252468411213
-91.8499797252947,40.37696341283429,229.08111875378103,DKC63-33RIB,37.28503579112178,5.607857036175357,4.688017599652127
-91.84997978229471,40.3769767128343,236.76198673083098,DKC63-33RIB,37.28466957498274,5.607910447847805,4.688820629521159
-91.84997912829469,40.3769899548343,234.13260515321602,DKC63-33RIB,37.28422867643539,5.60797507802113,4.689909770781697
-91.8499787992947,40.377003157834295,230.73305417064603,DKC63-33RIB,37.28382374942588,5.608034312573323,4.690864059854766
-91.84997876729471,40.3770163998343,226.71440747011002,DKC63-33RIB,37.283449605317635,5.608088921260224,4.691699751760411
-91.84997820629471,40.3770295898343,228.562627319599,DKC63-33RIB,37.28302014348016,5.6081518406258,4.692747767383256
-91.8499776892947,40.3770429208343,219.487350314939,DKC63-33RIB,37.282591456526895,5.608214627056014,4.69378661366726
-91.8499776132947,40.377056145834295,208.725019832459,DKC63-33RIB,37.28221306615314,5.608269875214175,4.694639178355662
-91.8499771652947,40.3770693848343,241.008239146471,DKC63-33RIB,37.28179435997559,5.6083311741192,4.695644193418612
-91.8499767342947,40.377082425834296,263.403603446231,DKC63-33RIB,37.28138302128558,5.608391390302047,4.696629980760393
-91.8499761562947,40.377095524834296,247.45690441518101,DKC63-33RIB,37.28095428251609,5.608454211834736,4.697679270121189
-91.84997650629471,40.3771087598343,245.130127757315,DKC63-33RIB,37.28062133146963,5.608502637252313,4.698358871773024
-91.84997629229471,40.3771218228343,267.329205995312,DKC63-33RIB,37.280232665817316,5.608559447062412,4.699257603813556
-91.84997617329469,40.3771348298343,270.009287732202,DKC63-33RIB,37.27985576349557,5.608614497502041,4.700114146783101
-91.8499750042947,40.3771478398343,251.91246024081298,DKC63-33RIB,37.279366088835985,5.608686477495445,4.701398724681295
-91.84997464129471,40.3771610178343,248.85163881572004,DKC63-33RIB,37.27895821274407,5.608746157721935,4.702365314789963
-91.8499751002947,40.377174117834294,255.31309694124002,DKC63-33RIB,37.278640739145814,5.608792275492608,4.702992114883219
-91.84997539629471,40.377187205834296,255.709418307836,DKC63-33RIB,37.27830610796357,5.608840970452759,4.7036845878721
-91.8499757002947,40.3772002748343,228.527247499277,DKC63-33RIB,37.27797286726278,5.608889458905083,4.704372620702381
-91.8499757302947,40.377213328834294,221.936005983536,DKC63-33RIB,37.27761064019229,5.608942300692459,4.705171369767569
-91.8499756222947,40.377226421834294,220.412362973447,DKC63-33RIB,37.27723251084795,5.608997525209849,4.706028773211074
-91.8499753392947,40.3772393618343,217.25614077793,DKC63-33RIB,37.27683988334465,5.609054944277627,4.706947979704631
-91.8499749742947,40.3772523398343,219.115439281953,DKC63-33RIB,37.27643739160746,5.609113839734595,4.707902959864902
-91.84997427229472,40.377265192834294,240.073582373404,DKC63-33RIB,37.276002231651965,5.609177654217973,4.708987493467895
-91.84997443229472,40.37727819383429,236.40453308287002,DKC63-33RIB,37.28074959505587,5.608471988618408,4.709664775012916
-91.84997456729471,40.377291171834294,233.95879431680598,DKC63-33RIB,37.29461658201499,5.6064125764025405,4.71023406084667
-91.84997457529471,40.3773041348343,239.003582953482,DKC63-33RIB,37.30830152092131,5.604380212083767,4.710856325174235
-91.8499743682947,40.377317148834294,235.83050824368303,DKC63-33RIB,37.32175885472906,5.602381669534564,4.71157196458489
-91.84997412029459,40.377330040834295,211.11914166608898,DKC63-33RIB,37.335033829385445,5.60041021311795,4.712299052831954
-91.8499737822946,40.3773428728343,208.695946547044,DKC63-33RIB,37.34812771402102,5.598465658892906,4.713061302046786
-91.8499735682946,40.3773558508343,237.91407969877702,DKC63-33RIB,37.36153791001616,5.5964741174744645,4.713778163921788
-91.84997359629459,40.3773687738343,239.935278289382,DKC63-33RIB,37.35986845421059,5.596725350224458,4.71622195181357
-91.84997346429459,40.3773815608343,223.093606431581,DKC63-33RIB,37.346214935178274,5.598758867235137,4.720115981561552
-91.84997343929459,40.3773942968343,247.876966174249,DKC63-33RIB,37.332691642419114,5.600773024834349,4.7239570520657
-91.84997317029459,40.377407041834296,240.352124969761,DKC63-33RIB,37.3189851670942,5.602814382376642,4.727886602986918
-91.8499729222946,40.3774199148343,238.96547477408402,DKC63-33RIB,37.30515790240419,5.604873737523351,4.7318472872653
-91.8499725882946,40.3774326848343,226.488097224822,DKC63-33RIB,37.29137866036316,5.6069259107704825,4.735807209902887
-91.84997253829461,40.377445593834295,223.44296622929298,DKC63-33RIB,37.27765412418445,5.608970033126352,4.739709124522172
-91.84997261529459,40.377458418834294,230.12562479673198,DKC63-33RIB,37.26410904079073,5.610987471081847,4.7435411196359425
-91.84997260029459,40.3774713838343,248.31801013560002,DKC63-33RIB,37.25035002832218,5.613036740311618,4.7474475813402615
-91.84997252229459,40.3774843798343,233.009896912324,DKC63-33RIB,37.25834912520476,5.611878957177277,4.748981485436524
-91.84997237429458,40.3774975218343,241.426474078754,DKC63-33RIB,37.281841645552106,5.608437730993348,4.748855637504984
-91.84997241329461,40.377510517834395,227.69243774450902,DKC63-33RIB,37.30477521391471,5.60507851491451,4.748713357126261
-91.8499721922946,40.377523579834296,228.268985534362,DKC63-33RIB,37.32824352427964,5.601640781696681,4.748595384270924
-91.8499717432946,40.3775367848343,236.770650752773,DKC63-33RIB,37.35233138689361,5.59811213191356,4.748497819881565
-91.84997134129459,40.3775501038344,229.418275920462,DKC63-33RIB,37.37654541770051,5.594565035649114,4.7483945191028685
-91.84997102229471,40.3775634718343,235.10967785688098,DKC63-33RIB,37.400712728380384,5.591024843355087,4.74828271171469
-91.84997065129471,40.3775767988343,233.45839722704102,DKC63-33RIB,37.42489108165239,5.587482995645958,4.748176343576343
-91.84997048129459,40.37759030883429,228.060356904773,DKC63-33RIB,37.449070139140915,5.583941191388332,4.748048689338203
-91.84997035529459,40.3776037538344,226.95613829940498,DKC63-33RIB,37.473063448908164,5.580426627026281,4.747917495307846
-91.8499708272946,40.377617306834395,212.768539088937,DKC63-33RIB,37.49628656408889,5.577025314761662,4.747727624690922
-91.84997112329461,40.3776308958343,221.01385769889998,DKC63-33RIB,37.51985630479814,5.573573101396542,4.747554300885016
-91.8499706712946,40.37764435383429,217.052379419744,DKC63-33RIB,37.54439667035899,5.569978168067667,4.747454328273878
-91.84997046229459,40.3776578808343,229.86034583674598,DKC63-33RIB,37.56866850239108,5.566422746010783,4.747330244471044
-91.8499702072946,40.3776714978343,246.400737166913,DKC63-33RIB,37.59317353435213,5.5628331319339015,4.747209626355527
-91.8499698412946,40.37768511883429,243.96123919405,DKC63-33RIB,37.61786407938865,5.559216263464025,4.747099643392246
-91.84996965629459,40.3776987468343,241.56701828742501,DKC63-33RIB,37.64227604910412,5.555640331938704,4.746972174285563
-91.8499691822946,40.377712307834294,247.611304712937,DKC63-33RIB,37.66556934413523,5.552229160866643,4.74721747112445
-91.8499688422946,40.3777258208343,225.81134119583697,DKC63-33RIB,37.679326087420364,5.550221980147372,4.749621201751973
-91.84996894929459,40.377739318834294,223.878735913773,DKC63-33RIB,37.69218535846694,5.548346700228288,4.752017903766097
-91.8499690762946,40.377752871834296,238.825033455228,DKC63-33RIB,37.70505838260929,5.546469459380949,4.754424180566728
-91.8499689172946,40.3777663488344,221.078977906474,DKC63-33RIB,37.71842274134225,5.544519914672456,4.7568197491728395
-91.8499687882946,40.3777798018344,228.030526585074,DKC63-33RIB,37.73170460167621,5.542582469762472,4.759210761579146
-91.84996845729471,40.3777933388344,227.17267382690602,DKC63-33RIB,37.74546680740162,5.540574512578605,4.761618667630212
-91.8499678992947,40.377806752834395,219.26835367862702,DKC63-33RIB,37.759558294827514,5.538518019514568,4.764006940505373
-91.84996774129459,40.377820257834394,231.71605593321,DKC63-33RIB,37.77294779186541,5.536564810640164,4.766407473172091
-91.8499674122946,40.3778337098343,209.565155235301,DKC63-33RIB,37.78662373841006,5.534569438824731,4.768800260520772
-91.84996721429471,40.3778472468343,221.919035867651,DKC63-33RIB,37.78499056868124,5.534807379184616,4.7696155994785725
-91.8499668372946,40.377860627834394,243.493311270706,DKC63-33RIB,37.76884218746893,5.537162138987567,4.768857338729845
-91.84996661529459,40.3778740688344,234.931290857152,DKC63-33RIB,37.75233107227533,5.539570153258266,4.768096165215184
-91.84996641029458,40.3778875758344,232.35083049109699,DKC63-33RIB,37.735705363376844,5.541994920997734,4.767331310326732
-91.84996617029459,40.377900964834396,230.73143744202002,DKC63-33RIB,37.7192930684848,5.544388480486829,4.766573022966421
-91.84996591129459,40.377914452834396,228.359696560672,DKC63-33RIB,37.702791335200956,5.546795044598156,4.76580907516646
-91.84996527029459,40.3779277208344,236.28371573426898,DKC63-33RIB,37.6872743771816,5.549057115387915,4.7650563869523594
-91.84996462429459,40.377941132834394,223.88858334872998,DKC63-33RIB,37.6715853849983,5.551344270060307,4.764295535762842
-91.8499643182946,40.3779545478343,233.93399101172,DKC63-33RIB,37.655262644355034,5.553724620556932,4.763535572109641
-91.8499639862946,40.377967895834395,230.99019081241002,DKC63-33RIB,37.639072431929776,5.55608558159769,4.76277931841279
-91.8499634272946,40.377981211834395,231.959602119474,DKC63-33RIB,37.623343106790145,5.558378811586689,4.762024169378068
-91.8499629612946,40.377994605834395,224.69262422718498,DKC63-33RIB,37.60734326258675,5.560711707756676,4.761264896347546
-91.8499628062946,40.37800796783429,225.175794795897,DKC63-33RIB,37.59080746841454,5.563123469761605,4.760508400952838
-91.8499629232946,40.3780212608344,221.829336716514,DKC63-33RIB,37.573854568975705,5.565596675510983,4.759756655337496
-91.84996331029458,40.3780346418344,225.57119243468102,DKC63-33RIB,37.55629060471417,5.568159613797523,4.7590007703410855
-91.8499630512946,40.378047937834395,219.043982061342,DKC63-33RIB,37.54003060269919,5.570530916165712,4.758247685778407
-91.84996267129459,40.3780611448344,231.46764619676398,DKC63-33RIB,37.52410684896935,5.572852902566969,4.7574992605150515
-91.84996226429459,40.378074555834395,230.561997030276,DKC63-33RIB,37.50797628289181,5.575204997480872,4.756739209102859
-91.8499619922946,40.378087820834395,231.95935500835603,DKC63-33RIB,37.491779397561245,5.577567064241204,4.755987838075271
-91.8499613712946,40.3781011278344,241.89223440254398,DKC63-33RIB,37.47617628072361,5.579841747272,4.7552330054584635
-91.8499611922946,40.378114227834395,220.88071878575298,DKC63-33RIB,37.46001481750005,5.582198852064717,4.754491259219718
-91.84996089929459,40.378127457834395,226.676464306423,DKC63-33RIB,37.44390090780915,5.584548768714015,4.753741803167707
-91.84996080429458,40.3781406538344,233.66205654439702,DKC63-33RIB,37.42746293892628,5.586946393112625,4.752994886517637
-91.8499608522946,40.378153985834395,224.25773953415901,DKC63-33RIB,37.411920828470706,5.589215786980004,4.752253857480497
-91.84996125429458,40.3781672578343,225.152282256904,DKC63-33RIB,37.396281897356985,5.59150085982586,4.751522093186363
-91.84996150529459,40.3781804638344,218.53282063407298,DKC63-33RIB,37.38102438021746,5.593729991849019,4.750793776401144
-91.8499614232946,40.3781936988344,218.30232754579498,DKC63-33RIB,37.36641309048818,5.595864228497619,4.750063431674401
-91.8499609582946,40.378206805834395,216.15541844719502,DKC63-33RIB,37.32612554773538,5.601777763265919,4.750441311960409
-91.84996073129459,40.378219955834396,209.32739484766603,DKC63-33RIB,37.28485632402746,5.607836551395881,4.750847171538829
-91.8499609412946,40.378233169834296,224.637042069286,DKC63-33RIB,37.28360446771229,5.608024329843158,4.749768032967811
-91.84996069929458,40.378246260834295,234.648472504143,DKC63-33RIB,37.28238740683713,5.60820688897443,4.7487308280048115
-91.84996045029459,40.3782594758344,244.947773342977,DKC63-33RIB,37.28115905984755,5.608391141022867,4.747684132038776
-91.84996024929458,40.3782726878344,259.333226741131,DKC63-33RIB,37.279928526312666,5.6085757210531,4.74663427658761
-91.8499598532946,40.378285825834396,243.623303750941,DKC63-33RIB,37.27871497037865,5.608757754443203,4.745604198141053
-91.8499590422946,40.3782989358344,237.93203529725898,DKC63-33RIB,37.27752538484466,5.608936192273302,4.744605780295411
-91.8499592982946,40.378312067834294,250.623977815634,DKC63-33RIB,37.281416539421286,5.608357137868459,4.743695095635177
-91.8499594022946,40.3783253548343,230.53677319392898,DKC63-33RIB,37.28569927056397,5.60771970506736,4.742795498132193
-91.8499594382946,40.3783385778344,235.765491657603,DKC63-33RIB,37.28989490175306,5.607095250408847,4.741902768772921
-91.8499594512946,40.3783517278344,236.694026170563,DKC63-33RIB,37.29404491610588,5.606477590039145,4.7410158242308125
-91.8499594212946,40.3783649928343,226.814661425382,DKC63-33RIB,37.2981887661821,5.605860856491287,4.74012274234231
-91.8499592412946,40.3783781838344,235.97819993023498,DKC63-33RIB,37.30216161883973,5.605269605646587,4.739240282329664
-91.8499589432946,40.3783914018343,213.07556532656398,DKC63-33RIB,37.306026762972415,5.604694411075027,4.738360433889976
-91.84995863429458,40.3784047218344,221.455706088402,DKC63-33RIB,37.309913165587375,5.604116054946331,4.737474122623181
-91.8499582672946,40.3784179898343,228.182654973243,DKC63-33RIB,37.31372609130376,5.603548647224608,4.736593495020935
-91.84995813629459,40.3784313378344,221.59232238663103,DKC63-33RIB,37.3177965926462,5.6029428523850004,4.7356986111960815
-91.8499576662946,40.3784445458344,237.04868845420899,DKC63-33RIB,37.32148920984197,5.602393372956037,4.734825896567925
-91.84995745629459,40.378457874834396,227.574378444833,DKC63-33RIB,37.32547593642609,5.601800063760079,4.733935260520285
-91.8499571562946,40.3784711988343,244.560353418994,DKC63-33RIB,37.32937246041391,5.601220199278378,4.733048341613732
-91.84995708429459,40.3784845128343,241.274254859959,DKC63-33RIB,37.34266362209994,5.599283835123271,4.732552466810309
-91.84995645929459,40.3784977248343,234.52962199893997,DKC63-33RIB,37.374538203500286,5.594669035037841,4.732917483827452
-91.84995600429458,40.3785109278344,227.170296770712,DKC63-33RIB,37.40689778671346,5.589983473118681,4.733290657679276
-91.8499553712946,40.3785241818344,225.988295381086,DKC63-33RIB,37.438855726874095,5.585356623622218,4.733656536998422
-91.8499551472946,40.3785372528343,232.69380904335898,DKC63-33RIB,37.471568458539096,5.580619212795732,4.734037204711516
-91.84995474429459,40.3785503668343,227.235274551031,DKC63-33RIB,37.503856128215574,5.575943909400587,4.734410288548581
-91.84995430629459,40.378563492834296,229.626918872904,DKC63-33RIB,37.53606985924554,5.571279421156214,4.734781997171007
-91.8499545072946,40.378576644834396,218.09105668343602,DKC63-33RIB,37.49413094121577,5.5773982978583,4.740435253757083
-91.8499551632946,40.37858991283429,219.04577385208302,DKC63-33RIB,37.45044830904284,5.583770368960826,4.746348943150933
-91.84995489529459,40.3786030898343,209.16197701856098,DKC63-33RIB,37.404952942969246,5.590407092491798,4.752132692312487
-91.8499545462946,40.378616134834296,214.244416312997,DKC63-33RIB,37.35972107898386,5.5970053967117925,4.757850368408104
-91.8499542262946,40.3786293928344,220.27731162668,DKC63-33RIB,37.313830376051556,5.603699802532242,4.763664776197093
-91.84995341129459,40.3786424798344,244.50100405373902,DKC63-33RIB,37.26738493892337,5.610475247776266,4.769355672484927
-91.84995298429459,40.3786556988344,244.34070056986099,DKC63-33RIB,37.26642410172251,5.6106124994763,4.772113237717266
-91.8499526632946,40.3786688958344,215.42344532140598,DKC63-33RIB,37.26770215786269,5.610422997913461,4.774742251447803
-91.84995175629459,40.37868208383429,225.92444670387297,DKC63-33RIB,37.268970371767736,5.610234983625029,4.777222522806971
-91.8499514332946,40.3786952158344,242.101344997458,DKC63-33RIB,37.27024207823036,5.610046423720285,4.779837690045532
-91.8499512722946,40.378708448834296,246.69202826597402,DKC63-33RIB,37.27152608256243,5.609856032533674,4.782514202648061
-91.8499513762946,40.378721690834396,244.08245977342003,DKC63-33RIB,37.27281501703073,5.609664897701652,4.785258991506585
-91.84995202429458,40.3787347488343,234.36254856877702,DKC63-33RIB,37.27409438818255,5.609475155144862,4.78810236949927
-91.84995221529459,40.378747731834395,242.11944338834098,DKC63-33RIB,37.27535947485496,5.609287552458056,4.790815791573674
-91.84995308929459,40.3787607808344,237.02436587418202,DKC63-33RIB,37.27664142943546,5.609097416089115,4.793713973961715
-91.8499538122946,40.3787738898343,212.16668621884602,DKC63-33RIB,37.27792690632607,5.608906764581519,4.796586623283862
-91.84995331929458,40.3787868278343,220.078298206927,DKC63-33RIB,37.27917715131817,5.608721395164741,4.799119345836001
-91.84995344129459,40.3787998038344,220.241524700388,DKC63-33RIB,37.28044050160055,5.608534053234205,4.801814034279527
-91.84995347829461,40.378812817834294,229.92546378132198,DKC63-33RIB,37.28170624538271,5.608346360417938,4.8044952172469255
-91.8499524582946,40.3788258198343,243.38739488855302,DKC63-33RIB,37.2829546478159,5.608161289241381,4.806908974834176
-91.84995140429459,40.3788388428344,252.26716953166599,DKC63-33RIB,37.28420457152298,5.607975994096371,4.809318521066641
-91.8499507522946,40.3788520298343,236.334796357136,DKC63-33RIB,37.2854765903543,5.607787403489187,4.8118625088151585
-91.84995020529459,40.378865178834296,231.914189048124,DKC63-33RIB,37.286746521725604,5.607599117437198,4.814425015480617
-91.84995014629459,40.378878175834295,214.042390329819,DKC63-33RIB,37.28800914379261,5.607411892082059,4.817078643552404
-91.84995011029459,40.3788912338344,213.179582722843,DKC63-33RIB,37.2831444633358,5.6081694744559965,4.815670069278678
-91.8499498932946,40.378904252834296,220.23833137244702,DKC63-33RIB,37.25417612250138,5.612643581660821,4.7981770314550225
-91.8499498432946,40.378917331834295,225.38524786881598,DKC63-33RIB,37.22512641620631,5.617130276254564,4.780678464037285
-91.84994963129459,40.37893027383429,213.572819801899,DKC63-33RIB,37.19633055989536,5.621577743997192,4.763290548629466
-91.84994928729459,40.378943318834295,215.41102729538898,DKC63-33RIB,37.167265086073414,5.626066837662615,4.745706005022944
-91.8499491982946,40.378956393834294,228.01756658238997,DKC63-33RIB,37.1382121555671,5.630554025429684,4.728195350870595
-91.8499491712946,40.378969375834295,230.774450834159,DKC63-33RIB,37.10938491860281,5.635006362669995,4.710836675446561
-91.84994916929459,40.37898222383429,229.46236987760201,DKC63-33RIB,37.08086290831717,5.639411561005978,4.693668225509967
-91.8499491202946,40.3789952128343,222.64056972830397,DKC63-33RIB,37.05201330416903,5.643867350128039,4.676290363463406
-91.84994903929459,40.3790080418343,239.773866375704,DKC63-33RIB,37.023508954087845,5.648269811131982,4.659111991326666
-91.84994887629459,40.379020999834296,298.007761145848,DKC63-33RIB,36.99469278663779,5.652720421946352,4.641724597838176
-91.8499485732947,40.379033879834296,300.036506759644,DKC63-33RIB,36.966006322386896,5.65715098297728,4.6243788535192385
-91.84994854429459,40.3790467488343,306.92831998407297,DKC63-33RIB,36.937429314382186,5.661564672335733,4.607170275233335
-91.84994821729471,40.3790595158343,277.852545087281,DKC63-33RIB,36.90898625131379,5.665957637319305,4.589964794918162
-91.8499475382947,40.3790723468343,272.646708255787,DKC63-33RIB,36.880291869015686,5.6703893749779155,4.572516466456263
-91.8499469762947,40.379085190834296,260.56047560130503,DKC63-33RIB,36.851604939467755,5.674819975975549,4.555103062023698
-91.84994661229472,40.3790982258343,240.648896296991,DKC63-33RIB,36.82255545763693,5.679306597229303,4.537522941207953
-91.84994645029471,40.37911107883429,241.843098082388,DKC63-33RIB,36.79397269098494,5.6837211596255655,4.520276296162029
-91.8499464382947,40.3791240058343,245.09296848602298,DKC63-33RIB,36.75866291539974,5.689241576500526,4.505661655504663
-91.8499462402947,40.3791369128343,232.74569812966098,DKC63-33RIB,36.70286997046214,5.698132637955465,4.499240865621109
-91.8499460892947,40.3791497718343,215.487036920644,DKC63-33RIB,36.64740123113738,5.706971577870403,4.492823377223038
-91.8499455742947,40.37916282383429,197.160773417631,DKC63-33RIB,36.59018736258924,5.716092182660662,4.486470458806455
-91.8499450652947,40.3791757708344,243.97419987916598,DKC63-33RIB,36.53343844936754,5.725138649690117,4.48016782199894
-91.8499449382947,40.3791888698344,239.572032354169,DKC63-33RIB,36.47700210170804,5.734131512614408,4.473618629729208
-91.85002185429458,40.3791860508343,152.95511175821002,DKC63-33RIB,36.65094370283389,5.705821143557911,4.453801172193053
